PUMA,TYPE,BLD,NP,RNTP,SNAP,RMSP,VEH,HINCP,TANF,WGTP,HHT,NOC,UTIL,SERIALNO,SS,POVPIP,INC_TYPE
116,female head,apartment,1,2100,0,5,0,2200,0,30,6,0,0,2018HU0593724,2200,18,fixed
125,female head,apartment,1,220,0,4,0,2200,0,37,6,0,0,2018HU1106159,2200,18,fixed
118,male head,apartment,1,690,1,3,0,2300,2300,16,4,0,0,2.02E+12,0,18,variable
116,female head,apartment,2,590,0,3,0,2300,0,7,7,0,30,2018HU0184964,0,13,variable
114,female head,apartment,2,800,1,3,0,2300,2300,19,7,0,0,2019HU0044546,0,17,variable
109,male head,apartment,2,1300,0,4,1,2300,0,23,5,0,110,2019HU0304510,0,17,variable
116,female head,apartment,1,680,1,2,0,2300,0,7,6,0,50,2018HU1356714,2300,17,fixed
119,male head,apartment,2,620,1,1,0,2320,620,9,5,0,0,2018HU0720281,0,18,variable
109,male head,apartment,1,1500,0,4,1,2340,0,15,4,0,150,2.02E+12,0,18,variable
119,female head,house,3,300,1,3,0,2360,0,8,3,2,40,2.02E+12,1900,12,variable
120,female head,apartment,1,850,0,3,1,2370,0,12,6,0,50,2.02E+12,0,18,variable
122,female head,house,5,770,1,7,1,2400,0,27,3,4,120,2.02E+12,0,8,variable
123,male head,house,1,880,0,6,1,2400,0,13,4,0,120,2.02E+12,0,19,variable
128,female head,apartment,1,600,0,4,1,2400,0,14,6,0,50,2.02E+12,0,19,variable
102,female head,apartment,1,640,0,2,1,2400,0,18,6,0,20,2.02E+12,0,19,variable
119,female head,house,7,750,1,4,2,2400,2400,8,3,6,100,2.02E+12,0,7,variable
118,female head,apartment,1,700,0,1,1,2400,0,75,6,0,0,2018HU0409025,0,18,variable
121,male head,house,2,880,1,5,2,2400,0,11,2,1,160,2018HU0601305,0,14,variable
110,married,apartment,2,1200,0,4,2,2400,0,14,1,0,80,2018HU0759652,0,14,variable
102,female head,apartment,1,1300,0,4,0,2400,0,8,6,0,70,2019HU1044104,1400,19,variable
119,female head,apartment,1,670,0,5,0,2400,0,19,6,0,100,2019HU1082315,2400,18,fixed
106,male head,house,1,1500,0,5,1,2400,0,6,4,0,150,2019HU1223395,2400,19,fixed
120,male head,apartment,1,420,0,1,1,2500,0,20,4,0,40,2.02E+12,0,20,variable
109,female head,apartment,1,800,0,1,0,2500,0,9,6,0,100,2.02E+12,0,20,variable
101,married,apartment,5,800,1,4,3,2500,0,22,1,3,190,2.02E+12,0,8,variable
109,female head,apartment,1,1100,0,4,1,2500,0,10,6,0,70,2.02E+12,0,19,variable
104,male head,apartment,1,1000,1,4,1,2500,0,32,4,0,200,2018HU0059889,0,19,variable
101,male head,apartment,1,990,0,3,0,2500,0,36,4,0,170,2019HU0596631,0,18,variable
109,female head,apartment,1,1100,0,3,1,2500,0,7,6,0,150,2019HU0745618,0,18,variable
109,female head,apartment,1,1300,0,1,1,2500,0,21,6,0,150,2019HU1131212,0,18,variable
122,female head,apartment,1,530,1,2,0,2500,0,24,6,0,50,2018HU0300653,2500,21,fixed
112,female head,apartment,1,2000,0,5,1,2500,0,13,6,0,144,2019HU0802670,2500,20,fixed
109,male head,apartment,1,850,0,1,0,2580,0,13,4,0,0,2.02E+12,0,20,variable
118,male head,apartment,1,410,0,1,0,2600,0,10,4,0,0,2.02E+12,0,22,variable
128,male head,house,1,1400,0,5,1,2600,0,22,4,0,210,2.02E+12,0,20,variable
125,male head,house,1,700,1,5,1,2600,200,16,4,0,20,2.02E+12,0,22,variable
114,female head,apartment,1,1300,0,4,1,2600,0,32,6,0,150,2019HU0753404,0,21,variable
118,female head,apartment,1,60,1,3,1,2600,0,11,6,0,0,2019HU0857156,0,19,variable
110,male head,apartment,1,960,0,3,1,2600,0,25,4,0,70,2019HU0476623,1100,21,variable
113,female head,apartment,1,890,0,3,0,2600,0,23,6,0,100,2.02E+12,2600,22,fixed
115,female head,apartment,1,580,0,3,0,2600,0,11,6,0,80,2.02E+12,2600,22,fixed
116,female head,apartment,3,700,1,4,1,2700,0,14,3,2,100,2018HU0866557,0,13,variable
100,male head,apartment,1,980,0,4,1,2700,0,20,4,0,50,2.02E+12,1600,23,variable
113,male head,apartment,2,690,0,1,1,2700,0,61,5,0,170,2.02E+12,2700,11,fixed
106,male head,house,1,800,0,1,1,2800,0,13,4,0,60,2.02E+12,0,22,variable
123,married,house,6,960,1,4,1,2800,0,14,1,4,330,2.02E+12,2800,8,fixed
125,female head,apartment,2,570,0,4,1,2860,0,13,7,0,190,2.02E+12,2860,22,fixed
104,male head,apartment,2,1000,0,6,0,2870,0,16,2,0,240,2.02E+12,2800,19,variable
120,married,house,4,850,0,6,1,2900,0,39,1,2,270,2.02E+12,0,12,variable
117,male head,apartment,1,750,0,1,0,2900,0,13,4,0,0,2018HU0827783,0,22,variable
107,female head,apartment,1,680,0,3,0,2900,0,16,6,0,120,2.02E+12,1400,25,variable
113,female head,apartment,3,800,0,5,1,2900,0,37,3,0,70,2018HU1173485,2700,14,variable
116,female head,apartment,1,830,1,3,0,2930,130,15,6,0,0,2018HU0069238,1200,22,variable
109,female head,apartment,4,1300,0,4,0,3000,0,19,7,0,0,2.02E+12,0,24,variable
103,female head,apartment,1,500,0,1,1,3000,0,13,6,0,0,2.02E+12,0,24,variable
117,female head,house,2,800,0,5,1,3000,0,50,3,0,0,2.02E+12,0,18,variable
104,female head,apartment,3,850,0,4,0,3000,0,32,3,2,100,2.02E+12,0,15,variable
110,female head,apartment,1,1900,0,2,1,3000,0,14,6,0,50,2.02E+12,0,24,variable
109,male head,apartment,2,1800,0,4,2,3000,0,19,5,0,200,2.02E+12,0,16,variable
117,female head,house,4,850,0,5,1,3000,0,27,3,0,190,2.02E+12,0,12,variable
109,female head,house,1,390,0,3,1,3000,0,55,6,0,600,2.02E+12,0,24,variable
123,female head,house,4,780,1,5,1,3000,0,29,3,3,380,2.02E+12,0,12,variable
103,married,apartment,4,730,1,6,1,3000,3000,12,1,2,100,2.02E+12,0,12,variable
109,female head,apartment,2,1100,0,3,1,3000,0,9,3,0,0,2.02E+12,0,18,variable
109,female head,apartment,3,1600,0,5,1,3000,0,39,7,0,300,2.02E+12,0,24,variable
105,female head,apartment,1,1300,0,2,1,3000,0,10,6,0,40,2.02E+12,0,24,variable
113,male head,apartment,1,1000,0,3,1,3000,0,13,4,0,200,2.02E+12,0,24,variable
109,male head,apartment,2,1500,0,4,1,3000,0,49,5,0,120,2.02E+12,0,23,variable
106,female head,apartment,2,710,0,4,1,3000,0,11,3,1,80,2.02E+12,0,17,variable
104,female head,apartment,1,980,0,1,1,3000,0,10,6,0,80,2.02E+12,0,23,variable
102,married,house,6,1000,1,7,3,3000,0,12,1,4,230,2.02E+12,0,9,variable
123,male head,house,1,810,1,5,1,3000,0,11,4,0,30,2.02E+12,0,23,variable
125,male head,apartment,1,450,0,4,0,3000,0,28,4,0,0,2.02E+12,0,23,variable
107,female head,apartment,1,1100,0,3,1,3000,0,17,6,0,50,2018HU0070023,0,23,variable
109,male head,apartment,1,1600,0,2,1,3000,0,20,4,0,0,2018HU0436699,0,23,variable
118,male head,apartment,1,1200,0,2,1,3000,0,12,4,0,40,2018HU0620687,0,23,variable
107,male head,house,1,500,0,5,1,3000,0,22,4,0,140,2018HU0960419,0,23,variable
123,married,house,6,900,0,5,2,3000,0,60,1,4,240,2018HU1092443,0,8,variable
122,female head,apartment,2,650,0,4,2,3000,0,59,3,0,120,2019HU0717939,0,17,variable
103,female head,house,2,1400,1,5,0,3000,0,13,3,0,450,2019HU1300519,0,17,variable
117,male head,apartment,1,590,0,1,1,3000,0,21,4,0,0,2.02E+12,1000,26,variable
106,male head,apartment,1,840,0,1,0,3000,1700,19,4,0,0,2.02E+12,1300,26,variable
110,male head,house,1,1700,0,6,0,3000,0,11,4,0,460,2019HU1191698,2000,24,variable
104,female head,apartment,1,1600,0,3,0,3000,0,12,6,0,0,2.02E+12,3000,25,fixed
109,male head,apartment,2,700,0,4,1,3100,0,31,5,0,0,2.02E+12,0,25,variable
111,female head,apartment,1,1100,0,2,1,3100,0,66,6,0,80,2.02E+12,0,25,variable
109,male head,apartment,4,730,0,5,1,3100,0,19,5,0,80,2.02E+12,0,15,variable
109,male head,apartment,1,1100,0,1,1,3100,0,11,4,0,60,2.02E+12,0,24,variable
109,male head,apartment,2,1500,0,4,1,3100,0,70,5,0,70,2019HU0261689,0,23,variable
104,female head,house,1,940,0,6,1,3100,0,13,6,0,70,2018HU0213762,1800,26,variable
125,female head,apartment,1,410,0,3,0,3140,0,12,6,0,80,2.02E+12,2620,25,variable
103,male head,apartment,1,800,0,3,1,3196,0,13,4,0,60,2.02E+12,0,25,variable
119,female head,house,5,950,1,7,1,3200,3200,26,3,3,200,2.02E+12,0,11,variable
109,female head,apartment,3,870,0,5,1,3200,0,47,7,0,180,2.02E+12,0,25,variable
117,female head,apartment,1,1000,0,5,1,3200,0,14,6,0,120,2.02E+12,0,25,variable
117,male head,apartment,1,450,0,3,2,3200,0,8,4,0,0,2018HU0713201,0,25,variable
125,male head,apartment,1,230,1,3,1,3200,0,56,4,0,0,2.02E+12,3200,25,fixed
102,male head,apartment,1,2000,0,4,0,3200,0,10,4,0,0,2019HU0836735,3200,26,fixed
114,male head,apartment,1,1100,0,4,1,3300,0,61,4,0,120,2.02E+12,0,26,variable
119,married,apartment,2,770,0,1,1,3300,0,12,1,0,60,2.02E+12,0,20,variable
116,married,apartment,4,650,1,4,2,3300,0,18,1,2,60,2018HU0956369,0,13,variable
103,male head,apartment,1,990,0,4,1,3300,0,14,4,0,90,2018HU1011231,0,25,variable
116,female head,house,1,770,0,5,1,3300,0,12,6,0,180,2019HU1193237,1300,24,variable
109,female head,apartment,1,50,1,3,0,3300,0,40,6,0,0,2.02E+12,2600,26,variable
116,married,apartment,2,790,0,4,1,3400,0,23,1,0,210,2.02E+12,0,20,variable
109,female head,apartment,4,290,0,6,2,3500,0,10,7,0,270,2.02E+12,0,16,variable
125,female head,apartment,1,500,0,5,1,3500,0,16,6,0,150,2.02E+12,0,28,variable
125,female head,house,4,920,0,6,1,3500,0,45,3,3,90,2.02E+12,0,14,variable
118,female head,apartment,2,680,0,2,1,3500,0,30,7,0,70,2.02E+12,0,24,variable
109,male head,apartment,2,430,0,6,1,3500,0,17,5,0,50,2.02E+12,0,24,variable
118,female head,apartment,4,650,1,2,0,3500,3500,34,3,0,0,2.02E+12,0,14,variable
117,female head,apartment,3,1200,1,4,1,3500,0,37,3,2,120,2.02E+12,0,17,variable
109,male head,house,2,600,0,5,2,3500,0,14,5,0,80,2.02E+12,0,27,variable
113,female head,house,3,1300,0,6,1,3500,0,17,3,2,330,2018HU0991109,0,17,variable
109,female head,apartment,2,1200,0,4,2,3500,0,11,7,0,30,2018HU1223556,0,23,variable
110,female head,house,1,950,0,3,1,3500,0,28,6,0,120,2019HU0123766,0,26,variable
114,male head,apartment,1,780,0,5,0,3500,0,26,4,0,60,2019HU0161264,0,26,variable
103,male head,apartment,1,380,0,4,1,3500,0,9,4,0,180,2019HU0178690,0,26,variable
103,male head,apartment,1,640,0,1,0,3501,0,37,4,0,0,2.02E+12,0,28,variable
102,male head,apartment,4,700,0,4,1,3600,0,51,2,2,100,2.02E+12,0,29,variable
110,male head,apartment,1,750,0,2,1,3600,0,10,4,0,70,2.02E+12,0,29,variable
125,male head,apartment,2,740,0,3,1,3600,0,79,5,0,80,2.02E+12,0,29,variable
109,male head,apartment,2,870,0,5,3,3600,0,16,5,0,0,2.02E+12,0,24,variable
116,female head,apartment,2,850,1,4,0,3600,0,29,3,1,150,2018HU0763618,0,21,variable
109,male head,apartment,1,1600,0,3,1,3600,0,33,4,0,100,2018HU0806071,0,28,variable
109,female head,apartment,1,740,1,3,0,3600,2300,15,6,0,0,2018HU1021698,0,28,variable
114,male head,apartment,1,680,0,2,1,3600,0,8,4,0,30,2019HU0608232,0,27,variable
117,female head,apartment,1,750,0,2,1,3600,0,5,6,0,40,2019HU0868994,0,27,variable
125,married,apartment,2,460,1,2,1,3600,0,25,1,0,120,2.02E+12,1100,22,variable
108,female head,house,1,80,0,4,0,3600,0,27,6,0,140,2.02E+12,3600,31,fixed
119,female head,house,2,500,0,3,0,3600,0,15,3,1,0,2019HU0379318,3600,20,fixed
116,female head,house,6,850,1,6,1,3640,0,6,3,4,270,2.02E+12,20,11,variable
109,married,house,2,1000,0,7,1,3670,0,23,1,0,370,2019HU0895079,3400,21,variable
103,male head,apartment,1,660,1,3,0,3700,0,13,4,0,0,2.02E+12,0,29,variable
105,female head,apartment,3,730,0,4,0,3700,0,16,3,2,90,2.02E+12,0,19,variable
109,male head,apartment,1,830,1,3,0,3700,0,13,4,0,0,2.02E+12,3700,29,fixed
109,male head,apartment,1,900,0,3,1,3700,0,21,4,0,110,2.02E+12,3700,29,fixed
122,male head,apartment,1,120,1,2,0,3730,0,7,4,0,90,2.02E+12,3700,30,variable
119,married,house,4,1100,1,7,2,3760,1560,14,1,2,70,2.02E+12,0,15,variable
116,male head,house,1,800,0,4,1,3800,0,18,4,0,250,2.02E+12,0,30,variable
108,female head,apartment,3,1000,1,2,0,3800,0,23,3,2,150,2.02E+12,0,19,variable
108,male head,house,1,650,0,4,1,3800,0,20,4,0,150,2.02E+12,2600,33,variable
106,married,apartment,2,400,1,1,1,3800,0,43,1,0,50,2.02E+12,3800,23,fixed
103,married,apartment,3,840,1,4,1,3900,0,13,1,1,190,2.02E+12,0,20,variable
114,female head,trailer,2,500,1,6,0,3900,0,20,3,1,350,2018HU1157630,0,22,variable
111,male head,house,4,420,0,6,2,3900,0,5,2,1,300,2019HU1386118,0,17,variable
122,male head,house,1,980,0,6,1,3900,0,13,4,0,230,2019HU0928589,1000,29,variable
115,female head,apartment,4,680,0,4,2,3900,0,19,3,0,180,2.02E+12,2300,15,variable
113,married,house,3,1500,0,7,3,4000,0,13,1,0,220,2.02E+12,0,21,variable
117,female head,apartment,1,850,0,2,1,4000,0,18,6,0,200,2.02E+12,0,32,variable
109,male head,apartment,1,720,0,1,1,4000,0,54,4,0,400,2.02E+12,0,32,variable
118,married,apartment,2,800,0,1,1,4000,0,12,1,0,30,2.02E+12,0,25,variable
109,female head,apartment,1,480,0,3,1,4000,0,20,6,0,50,2.02E+12,0,32,variable
118,male head,apartment,1,330,0,4,1,4000,0,8,4,0,110,2.02E+12,0,32,variable
118,female head,apartment,2,750,0,6,2,4000,0,16,7,0,0,2.02E+12,0,24,variable
122,male head,apartment,1,610,1,3,1,4000,0,20,4,0,0,2.02E+12,0,32,variable
104,female head,apartment,4,560,1,4,0,4000,0,40,7,0,60,2.02E+12,0,,variable
109,male head,apartment,2,1900,0,4,1,4000,0,20,5,0,120,2.02E+12,0,32,variable
128,female head,apartment,1,620,0,3,0,4000,0,45,6,0,80,2.02E+12,0,32,variable
104,female head,apartment,4,1300,0,4,1,4000,0,12,3,3,120,2.02E+12,0,16,variable
115,female head,apartment,2,550,1,4,0,4000,0,11,3,1,200,2.02E+12,0,24,variable
103,male head,apartment,1,620,0,3,0,4000,0,29,4,0,0,2.02E+12,0,32,variable
104,female head,apartment,2,810,1,4,1,4000,0,10,3,1,130,2.02E+12,0,24,variable
117,female head,apartment,1,900,0,4,1,4000,0,11,6,0,100,2.02E+12,0,31,variable
109,female head,apartment,3,2100,0,4,2,4000,0,29,7,0,40,2.02E+12,0,16,variable
118,female head,apartment,1,1600,0,1,1,4000,0,8,6,0,200,2.02E+12,0,31,variable
103,female head,apartment,1,530,1,1,1,4000,0,22,6,0,0,2.02E+12,0,31,variable
109,female head,apartment,1,1000,1,1,1,4000,0,39,6,0,40,2.02E+12,0,31,variable
103,male head,house,1,700,1,1,1,4000,0,22,4,0,80,2.02E+12,0,31,variable
116,female head,apartment,2,750,1,4,1,4000,0,13,3,1,80,2.02E+12,0,23,variable
111,male head,house,1,2900,0,5,1,4000,0,46,4,0,400,2.02E+12,0,31,variable
103,married,apartment,6,840,0,1,1,4000,0,44,1,4,170,2.02E+12,0,12,variable
109,male head,house,4,650,1,5,0,4000,0,14,2,3,80,2018HU0369600,0,15,variable
119,female head,house,1,900,0,6,2,4000,0,13,6,0,290,2018HU0437505,0,31,variable
118,male head,apartment,1,950,0,2,1,4000,0,22,4,0,150,2018HU0554182,0,30,variable
102,female head,apartment,1,1500,0,3,1,4000,0,4,6,0,170,2018HU1311093,0,31,variable
112,female head,apartment,2,1800,0,4,2,4000,0,35,7,0,160,2019HU0022111,0,30,variable
120,female head,apartment,1,1200,0,3,1,4000,0,26,6,0,170,2019HU0100530,0,30,variable
118,female head,apartment,2,930,0,2,2,4000,0,7,7,0,130,2019HU0421682,0,30,variable
121,female head,house,1,750,1,6,3,4000,0,29,6,0,190,2019HU0574290,0,30,variable
116,female head,apartment,1,900,0,2,0,4000,0,20,6,0,0,2.02E+12,2000,34,variable
119,female head,apartment,1,170,1,2,0,4000,0,19,6,0,80,2.02E+12,4000,34,fixed
119,female head,apartment,3,350,1,5,1,4000,0,13,3,2,140,2018HU0162399,4000,20,fixed
117,female head,apartment,1,550,0,1,0,4000,0,18,6,0,0,2018HU0264319,4000,30,fixed
109,female head,apartment,1,1100,0,3,0,4030,0,19,6,0,100,2019HU0652040,0,30,variable
104,female head,apartment,5,1100,1,4,1,4080,0,12,3,1,160,2019HU1114152,2470,13,variable
123,female head,house,2,840,0,5,1,4100,0,28,3,1,110,2.02E+12,0,25,variable
103,female head,apartment,4,70,1,4,0,4100,0,13,3,3,0,2018HU0687951,0,16,variable
102,female head,apartment,1,810,1,3,0,4100,2300,11,6,0,0,2019HU0126461,0,31,variable
113,married,apartment,2,170,1,3,2,4100,0,13,1,0,130,2018HU0612476,2500,24,variable
116,female head,apartment,1,560,0,4,1,4100,0,19,6,0,100,2019HU0045229,4100,33,fixed
117,female head,apartment,2,580,0,4,2,4200,0,8,3,1,160,2.02E+12,0,25,variable
111,male head,apartment,1,910,0,2,1,4200,0,26,4,0,0,2.02E+12,0,36,variable
110,male head,apartment,2,950,0,4,2,4200,0,9,5,0,70,2.02E+12,0,17,variable
106,female head,apartment,1,450,0,4,0,4200,0,20,6,0,30,2.02E+12,0,33,variable
102,female head,apartment,2,790,1,4,1,4200,0,23,3,1,60,2019HU0272999,0,24,variable
103,male head,apartment,1,940,1,2,0,4200,0,29,4,0,300,2018HU0326040,4200,32,fixed
128,female head,apartment,1,700,0,3,1,4200,0,50,6,0,60,2019HU0281781,4200,34,fixed
106,male head,trailer,1,400,0,5,1,4300,0,54,4,0,200,2.02E+12,0,34,variable
114,female head,apartment,2,620,0,4,2,4300,0,18,7,0,0,2.02E+12,0,22,variable
109,male head,apartment,3,2100,0,4,0,4300,0,19,5,0,0,2.02E+12,0,28,variable
101,female head,house,1,1000,0,6,2,4300,0,15,6,0,130,2.02E+12,1300,34,variable
109,female head,apartment,2,900,0,6,1,4360,0,14,3,0,130,2.02E+12,0,26,variable
116,female head,apartment,1,470,1,3,1,4400,0,34,6,0,140,2.02E+12,0,35,variable
110,male head,apartment,2,720,1,3,0,4400,0,80,2,0,0,2.02E+12,0,27,variable
111,married,house,3,300,0,6,1,4400,0,20,1,1,500,2.02E+12,0,22,variable
108,female head,apartment,3,1500,0,4,2,4400,0,10,7,0,100,2.02E+12,0,47,variable
102,female head,apartment,2,670,0,1,2,4400,0,31,3,0,0,2.02E+12,0,27,variable
118,married,apartment,2,70,1,2,0,4400,4400,9,1,0,0,2019HU0165548,0,28,variable
117,female head,apartment,1,910,0,3,0,4450,0,13,6,0,60,2019HU1346854,2400,36,variable
122,married,house,5,850,0,6,4,4500,0,12,1,1,180,2.02E+12,0,15,variable
116,female head,apartment,2,490,1,3,1,4500,0,27,3,1,40,2.02E+12,0,27,variable
110,male head,apartment,1,1200,0,5,1,4500,0,16,4,0,50,2.02E+12,0,36,variable
123,female head,apartment,2,1200,0,3,2,4500,0,53,7,0,50,2.02E+12,0,26,variable
116,female head,house,5,350,0,3,1,4500,0,35,3,3,250,2.02E+12,0,15,variable
116,married,apartment,2,590,0,3,1,4500,4500,23,1,0,40,2.02E+12,0,27,variable
118,male head,apartment,1,800,0,1,1,4500,0,15,4,0,120,2.02E+12,0,35,variable
117,female head,apartment,1,500,0,1,1,4500,0,12,6,0,0,2.02E+12,0,35,variable
109,male head,apartment,3,1000,0,3,0,4500,0,35,5,0,80,2018HU1046499,0,19,variable
102,male head,apartment,1,690,0,3,0,4500,0,12,4,0,0,2.02E+12,4500,36,fixed
109,female head,apartment,1,1200,0,1,1,4600,0,40,6,0,170,2.02E+12,0,37,variable
101,female head,house,4,60,1,5,0,4600,0,14,3,3,150,2.02E+12,0,18,variable
118,male head,apartment,1,110,1,1,0,4600,0,14,4,0,0,2.02E+12,4600,40,fixed
122,female head,apartment,1,110,1,3,0,4600,0,24,6,0,0,2.02E+12,4600,40,fixed
109,male head,apartment,1,700,0,1,0,4600,0,28,4,0,60,2.02E+12,4600,36,fixed
116,female head,house,1,500,1,3,1,4600,0,10,6,0,0,2018HU0460386,4600,38,fixed
118,male head,apartment,1,830,1,3,1,4700,0,15,4,0,0,2018HU1193177,0,36,variable
109,male head,apartment,2,820,0,3,1,4700,0,14,5,0,60,2019HU0172358,0,35,variable
119,female head,house,5,600,1,4,1,4800,0,14,3,4,130,2.02E+12,0,17,variable
118,male head,apartment,1,440,0,2,1,4800,0,18,4,0,80,2.02E+12,0,38,variable
119,female head,apartment,3,180,1,4,0,4800,4800,37,3,2,30,2.02E+12,0,25,variable
119,male head,apartment,2,530,1,2,4,4800,0,18,2,0,200,2.02E+12,0,30,variable
119,female head,apartment,4,140,1,5,0,4800,4800,31,3,3,20,2.02E+12,0,19,variable
119,female head,house,4,600,1,6,1,4800,0,39,3,2,180,2.02E+12,0,25,variable
116,male head,apartment,2,500,0,3,2,4800,0,28,5,0,40,2018HU0737565,0,37,variable
109,female head,apartment,3,750,0,7,1,4800,0,15,7,0,40,2018HU0783756,0,23,variable
110,female head,apartment,1,1300,0,1,1,4800,0,26,6,0,80,2018HU1007221,0,36,variable
123,male head,house,1,1200,0,5,2,4800,0,41,4,0,380,2019HU0640787,0,36,variable
105,female head,house,3,1200,1,7,1,4800,0,9,3,2,210,2019HU1265473,0,23,variable
122,female head,apartment,1,210,0,3,0,4800,0,20,6,0,0,2.02E+12,4800,42,fixed
102,male head,apartment,2,600,0,6,1,4800,0,14,2,0,110,2.02E+12,4800,30,fixed
116,female head,apartment,1,140,1,2,0,4800,0,12,6,0,0,2.02E+12,4800,42,fixed
120,female head,apartment,1,130,0,2,0,4800,0,30,6,0,0,2019HU1070248,4800,39,fixed
103,female head,apartment,1,800,0,2,1,4900,0,15,6,0,110,2.02E+12,0,38,variable
105,female head,house,1,1900,0,7,1,4900,0,9,6,0,280,2019HU1169674,0,37,variable
102,female head,apartment,1,410,0,3,0,4900,0,13,6,0,0,2.02E+12,4900,43,fixed
128,female head,apartment,2,540,1,4,0,4900,0,43,3,0,150,2019HU0626458,4900,28,fixed
116,male head,apartment,2,440,0,5,2,5000,0,32,2,0,90,2.02E+12,0,31,variable
115,male head,apartment,1,470,1,3,0,5000,0,28,4,0,0,2.02E+12,0,40,variable
122,male head,apartment,1,540,1,3,0,5000,0,22,4,0,30,2.02E+12,0,40,variable
110,female head,apartment,1,1000,0,6,1,5000,0,83,6,0,100,2.02E+12,0,40,variable
114,female head,apartment,1,730,0,3,1,5000,0,18,6,0,30,2.02E+12,0,40,variable
104,male head,apartment,1,620,0,2,1,5000,0,12,4,0,30,2.02E+12,0,40,variable
101,male head,house,1,1000,0,4,2,5000,0,45,4,0,150,2.02E+12,0,40,variable
125,married,apartment,5,500,0,4,2,5000,0,26,1,3,140,2.02E+12,0,17,variable
102,male head,apartment,1,710,0,3,1,5000,0,12,4,0,140,2.02E+12,0,40,variable
116,female head,apartment,2,620,1,4,1,5000,0,28,3,0,80,2.02E+12,0,31,variable
114,female head,trailer,2,700,0,4,1,5000,0,21,3,0,280,2.02E+12,0,31,variable
117,female head,apartment,1,680,0,3,1,5000,0,16,6,0,20,2.02E+12,0,40,variable
109,female head,apartment,1,1400,0,3,1,5000,0,11,6,0,150,2.02E+12,0,40,variable
117,male head,apartment,1,1000,0,3,1,5000,0,18,4,0,100,2.02E+12,0,40,variable
110,female head,house,3,630,1,4,1,5000,0,46,3,2,210,2.02E+12,0,26,variable
104,male head,apartment,1,490,0,3,0,5000,0,36,4,0,200,2.02E+12,0,40,variable
114,married,apartment,4,170,1,4,1,5000,4000,29,1,2,90,2.02E+12,0,20,variable
110,male head,apartment,2,1100,0,3,2,5000,0,31,2,0,60,2.02E+12,0,31,variable
115,male head,apartment,2,780,0,3,2,5000,0,39,5,0,100,2.02E+12,0,40,variable
116,male head,apartment,1,400,1,1,0,5000,0,16,4,0,40,2.02E+12,0,40,variable
117,male head,apartment,1,640,1,3,0,5000,0,13,4,0,50,2.02E+12,0,40,variable
118,married,trailer,9,770,1,5,1,5000,0,19,1,4,200,2.02E+12,0,,variable
116,female head,house,1,1000,0,3,1,5000,0,43,6,0,90,2.02E+12,0,40,variable
123,female head,house,3,1100,1,5,0,5000,0,32,3,2,300,2.02E+12,0,25,variable
118,female head,apartment,3,600,0,3,0,5000,0,23,3,2,140,2.02E+12,0,26,variable
